2016-10-10 20:52:30.448555	0	0	15	0	17	15	272	18
2016-10-10 20:52:51.344992	0	0	15	0	16	15	271	18
2016-10-10 20:54:22.835475	0	0	15	0	18	15	270	18
2016-10-10 20:54:54.002957	0	0	15	0	18	15	270	18
2016-10-10 20:55:37.894241	0	0	15	0	17	15	272	18
2016-10-10 20:55:52.524275	0	0	15	0	16	15	271	18
2016-10-10 20:57:17.285006	0	0	15	0	16	15	273	18
2016-10-12 14:08:55.877057	44	11	14	0	186	21	38	13
2016-10-12 14:15:06.128024	44	11	14	0	186	21	38	13
2016-10-12 14:15:49.908086	44	11	14	0	186	21	38	13
2016-10-12 14:16:10.328215	44	11	14	0	186	21	38	13
2016-10-12 14:19:43.864926	44	11	14	0	186	21	38	13
2016-10-12 14:20:52.948843	44	11	14	0	186	21	38	13
2016-10-12 14:21:44.905448	44	11	14	0	186	21	38	13
2016-10-12 14:21:59.569341	44	11	14	0	186	21	38	13
2016-10-12 14:23:17.142311	44	11	14	0	186	21	38	13
2016-10-12 14:23:35.703201	44	11	14	0	186	21	38	13
2016-10-12 14:23:49.179738	44	11	14	0	186	21	38	13
2016-10-12 14:25:11.769996	44	11	14	0	186	21	38	13
2016-10-12 14:25:14.624970	44	11	14	0	186	21	38	13
2016-10-12 14:25:54.248229	44	11	14	0	186	21	38	13
2016-10-12 14:26:22.984461	44	11	14	0	186	21	38	13
2016-10-12 14:28:22.910777	44	11	14	0	186	21	38	13
2016-10-12 14:30:07.736579	44	11	14	0	186	21	38	13
2016-10-12 14:30:15.569821	44	11	14	0	186	21	38	13
2016-10-12 14:31:12.440367	44	11	14	0	186	21	38	13
2016-10-12 14:31:48.434634	44	11	14	0	186	21	38	13
2016-10-12 14:33:26.057320	44	11	14	0	186	21	38	13
2016-10-12 14:33:53.697955	44	11	14	0	186	21	38	13
2016-10-12 14:35:08.072872	44	11	14	0	186	21	38	13
2016-10-12 14:37:26.103607	44	11	14	0	186	21	38	13
2016-10-12 14:37:34.581744	44	11	14	0	186	21	38	13
2016-10-12 14:41:20.342776	44	11	14	0	186	24	39	15
2016-10-12 14:45:47.054262	44	11	14	0	186	24	39	15
2016-10-12 14:45:56.196272	44	11	14	0	186	24	39	15
2016-10-12 14:46:06.710594	44	11	14	0	186	24	39	15
2016-10-12 14:47:11.281364	44	11	14	0	186	24	39	15
2016-10-12 15:01:59.912841	45	6	14	0	176	16	29	22
2016-10-12 15:04:42.234843	45	6	14	0	176	16	29	22
2016-10-12 15:14:37.474672	49	7	18	0	177	25	38	27
2016-10-12 15:17:25.396198	49	7	18	0	177	25	38	27
2016-10-12 15:18:36.920304	50	7	19	0	177	20	33	23
2016-10-12 15:21:54.242256	50	7	19	0	177	20	33	23
2016-10-12 15:22:39.823994	50	7	19	0	177	20	33	23
2016-10-12 15:24:48.702628	50	7	19	0	177	20	33	23
2016-10-12 15:25:20.835096	50	7	19	0	177	20	33	23
2016-10-12 15:26:15.061355	50	7	19	0	177	20	33	23
