2016-10-10 20:52:34.235587	0	0	31	0	130	53	938	90
2016-10-10 20:52:55.121420	0	0	32	0	131	51	939	90
2016-10-10 20:54:26.651827	0	0	30	0	133	53	925	90
2016-10-10 20:54:56.709909	0	0	30	0	132	53	931	90
2016-10-10 20:55:40.604699	0	0	30	0	131	53	930	90
2016-10-10 20:55:55.247215	0	0	29	0	131	53	931	90
2016-10-10 20:57:26.046733	0	0	30	0	131	54	930	90
2016-10-12 19:20:31.533635	217	136	0	10	581	47	114	94
2016-10-12 19:22:29.594703	217	136	0	10	581	47	114	94
2016-10-12 19:22:39.868430	217	136	0	10	581	47	114	94
2016-10-12 19:22:49.968144	217	136	0	10	581	47	114	94
2016-10-13 10:45:30.087363	217	136	0	10	581	47	114	94
2016-10-13 10:47:52.344000	217	136	0	10	581	47	114	94
2016-10-13 12:02:23.278195	217	136	0	10	581	47	114	94
2016-10-13 12:03:41.427494	428	0	0	9	5	36	121	96
2016-10-13 12:06:13.791797	217	136	0	10	581	47	114	94
2016-10-13 12:11:33.695865	217	136	0	10	581	47	114	94
2016-10-13 12:23:25.400470	217	136	0	10	581	47	114	94
2016-10-13 13:04:35.571717	217	136	0	10	581	47	114	94
2016-10-13 14:22:36.452274	217	136	0	10	581	47	114	94
2016-10-13 14:58:27.973735	217	136	0	10	581	47	114	94
